index,col0,col1,col2,col3,color
25027,33922,21856,32800,37351,4
25028,2306,23753,31571,16226,0
25029,16548,36691,4,23808,1
25030,21405,3376,21098,24451,1
25031,21057,31565,1194,2352,4
25032,21176,39225,10825,12051,1
25033,6675,14290,25943,21404,4
25034,22502,36802,23019,31328,0
25035,1378,5856,22950,27195,3
25036,38210,17504,18378,35773,3
25037,31875,22324,37922,34195,0
25038,32716,6733,24331,6304,1
25039,2831,6933,19216,6790,3
25040,30230,13476,21363,3512,2
25041,5378,27231,20065,15491,1
25042,32151,1712,6001,14184,1
25043,38485,19885,27243,16495,0
25044,11388,4367,10720,28372,4
25045,26656,7925,16094,37791,0
25046,33937,27115,29280,26679,0
25047,36650,10211,37909,30611,1
25048,26213,36164,5997,19128,1
25049,31473,5956,13593,3520,2
25050,23629,6253,18258,12642,0
25051,39984,29899,38943,2460,4
25052,9053,26171,31007,6017,2
25053,31803,32365,36159,39057,0
25054,23847,1174,5496,15851,2
25055,33129,9915,31245,20748,4
25056,34982,31389,13239,17451,2
25057,38250,13314,35694,32067,1
25058,15367,7434,25140,37286,4
25059,4061,2573,1377,21066,4
25060,21309,35970,7272,7341,1
25061,24620,13781,23292,20280,2
25062,21901,9819,25518,5619,4
25063,28340,18206,18329,8205,2
25064,24767,13139,28552,13490,4
25065,20261,16494,37957,35379,0
25066,5662,17531,1940,2022,0
25067,16429,9620,15685,24698,4
25068,27914,21030,4961,11797,3
25069,18942,38827,19234,6288,0
25070,21217,34281,12577,18887,4
25071,11674,24622,38462,2592,4
25072,19604,22580,9026,1192,1
25073,2124,34228,19763,1966,2
25074,11196,32372,24102,13232,2
25075,29760,8566,3716,23823,0
25076,39869,28737,19790,35226,1
25077,33565,10142,22215,17634,0
25078,9989,18733,14426,20603,4
25079,17712,11871,34275,26454,2
25080,29638,38201,29767,28968,2
25081,28854,33312,20728,24156,1
25082,24663,113,39021,33355,4
25083,37695,5876,37701,3867,1
25084,16395,34235,34268,33938,0
25085,25905,13553,30773,28654,4
25086,5975,15813,39697,12562,3
25087,7221,21172,38232,4894,0
25088,30233,37481,17719,17580,0
25089,26160,31237,20130,13973,1
25090,26543,17554,9881,8826,1
25091,37290,9323,16481,37230,0
25092,12904,25915,37672,31242,1
25093,15427,14615,33892,21807,1
25094,18237,13867,15445,24260,4
25095,297,37038,16803,17534,2
25096,27411,17769,8887,14714,0
25097,2498,16797,9904,2774,4
25098,3988,32168,2285,8398,1
25099,13990,33902,17264,27988,2
25100,948,10547,16449,28214,4
25101,15855,6646,3428,20430,1
25102,6468,23327,16080,27339,4
25103,23455,37951,34030,4504,4
25104,27305,27979,38100,25124,0
25105,20816,8385,24641,16031,2
25106,8320,2290,3101,14028,2
25107,13089,4994,18029,15209,3
25108,14335,4865,25583,35165,1
25109,25924,27533,27015,38429,4
25110,13895,37815,25438,4333,2
25111,3886,4970,23541,37064,2
25112,37817,8412,22413,36694,4
25113,32794,15112,8543,13779,0
25114,11855,36639,827,7830,3
25115,18851,3241,36823,15216,2
25116,14455,9092,36698,35220,0
25117,29590,13318,20915,4394,4
25118,29120,18250,26357,14947,2
25119,21327,5249,3665,10485,4
25120,20612,29005,2280,17502,1
25121,30244,33046,26132,24480,2
25122,6199,24223,9315,35526,2
25123,17947,19162,8737,27015,4
25124,7999,1282,14089,1167,1
25125,36791,13870,7492,9145,1
25126,24156,5386,14500,36838,0
25127,34775,7964,26123,29014,4
25128,9613,10665,7585,26201,0
25129,33483,20006,37552,7702,0
25130,16002,10375,3342,6603,1
25131,35314,16825,6610,12366,2
25132,13831,8645,313,24365,2
25133,19040,37819,1539,32678,4
25134,4,5907,8502,2418,0
25135,4379,8962,31214,5255,1
25136,7385,26774,5675,29895,3
25137,39279,7410,3529,27527,3
25138,8065,30765,22388,30499,3
25139,33187,39399,22329,13117,0
25140,8442,25636,21826,6911,4
25141,6174,20361,18616,9563,1
25142,19995,22189,34893,10553,2
25143,30453,38560,35905,15407,2
25144,25298,31839,12216,21183,4
25145,4547,189,30199,10727,4
25146,19810,30910,12975,12825,2
25147,24887,20131,11004,24746,4
25148,9712,24320,20959,11102,3
25149,23142,9609,10834,28873,1
25150,14810,24231,34541,34748,3
25151,20133,33733,12949,4938,4
25152,23420,11179,35532,35848,1
25153,20941,6925,8745,945,4
25154,4406,12528,22217,34784,0
25155,25427,32204,34841,28341,0
25156,11524,17377,38027,19102,4
25157,6721,22253,16956,10422,4
25158,5271,38826,16098,2174,4
25159,5460,6155,21853,30517,1
25160,1623,2411,31591,17842,0
25161,19285,29615,12049,14868,1
25162,30919,19127,37124,14856,1
25163,28940,38811,28500,29745,2
25164,34054,22255,39206,22335,4
25165,19634,36830,32302,12552,1
25166,4251,25537,26288,3638,4
25167,21881,9105,27380,25319,4
25168,14324,14369,19299,22647,2
25169,17365,8815,39197,32391,4
25170,1422,18722,16929,36390,0
25171,34163,30702,33664,583,4
25172,22148,13801,1958,10857,4
25173,32443,31416,34649,5851,1
25174,24453,16669,5633,23527,1
25175,37044,39922,3779,35459,0
25176,33526,7275,7558,25665,4
25177,7918,16643,27924,171,4
25178,19155,11464,2679,18613,2
25179,1991,38886,8699,25106,2
25180,17889,34640,36848,28825,2
25181,20758,6680,24136,34477,1
25182,21318,14751,36051,3128,1
25183,28389,16088,37062,32485,2
25184,10519,38932,28123,21854,3
25185,34108,19064,10343,8706,2
25186,3949,29087,29230,3791,3
25187,24570,14505,29094,20955,0
25188,18037,22201,38723,13257,3
25189,34291,29154,1639,23774,3
25190,14615,23789,33968,2002,2
25191,3585,33194,19124,528,0
25192,29121,39400,8295,36260,1
25193,34470,11518,16493,4986,1
25194,20683,17667,32620,5859,1
25195,4128,13252,28274,36394,2
25196,34994,26828,4325,28422,1
25197,37859,11034,37289,3883,3
25198,24900,6550,20745,3016,0
25199,6756,27108,19377,8972,4
25200,30224,15054,21144,17035,3
25201,2086,2119,27384,37124,1
25202,9215,31620,8776,3418,1
25203,22512,19192,23192,35610,1
25204,4689,30905,3212,15658,2
25205,24514,246,29825,36597,2
25206,29619,10394,39471,7127,2
25207,33149,14036,13003,33802,1
25208,37698,1761,31600,17648,3
25209,38180,37306,20664,12403,3
25210,37491,30085,32985,25067,2
25211,33261,5382,9574,5444,2
25212,5977,24641,33655,22229,0
25213,15190,2834,37542,27313,0
25214,28691,30189,19140,31706,0
25215,39390,8300,18575,15068,4
25216,17375,34984,38055,11903,1
25217,8088,29360,30434,33860,0
25218,34216,39038,8450,31551,1
25219,8937,35452,39340,30520,3
25220,6649,10986,30395,28316,4
25221,14025,32942,9437,36658,2
25222,2482,29563,17129,11116,2
25223,37000,10963,27963,30995,3
25224,958,14137,20812,33219,3
25225,35724,33927,31971,26235,2
25226,25603,8909,2506,6080,1
25227,5904,17767,11330,3452,1
25228,34392,31053,20945,13059,0
25229,23896,33431,2225,2916,2
25230,6062,29486,32324,9650,0
25231,28980,16793,11255,36821,3
25232,23210,15173,28186,21554,0
25233,15979,7480,10139,28317,3
25234,26309,14428,23320,21274,3
25235,26672,11861,15468,6560,4
25236,30717,15416,37145,21442,1
25237,18190,33456,27729,13919,2
25238,37156,32876,1213,38264,2
25239,33584,31872,15691,39800,4
25240,30198,13777,36215,35319,2
25241,32079,26718,15022,33260,1
25242,25419,4471,26375,24244,0
25243,22721,789,6208,10608,0
25244,17332,25185,10481,3207,3
25245,3260,27712,21199,5309,2
25246,35614,14435,9622,35201,0
25247,24707,910,38323,5552,2
25248,4062,27827,31198,38873,3
25249,26178,10209,19309,2817,0
25250,37981,8792,15519,38335,0
25251,2004,9576,35276,1562,4
25252,31969,29151,37042,17649,2
25253,23241,29134,6587,15719,0
25254,25479,4300,25502,20410,0
25255,38236,13902,27681,35282,1
25256,10049,5678,36324,29086,2
25257,1472,32476,30984,2548,4
25258,756,27922,15725,28509,1
25259,16437,12065,8814,26166,1
25260,33378,20496,4963,38316,0
25261,16032,17114,19089,4794,2
25262,22736,27619,537,22822,0
25263,16522,7540,14310,12384,3
25264,22943,15267,38661,38176,4
25265,33595,3393,10792,28456,3
25266,11933,19749,37065,9058,3
25267,36100,39074,33230,12181,1
25268,20867,5574,35647,33535,1
25269,21957,32213,28471,9010,3
25270,19502,33979,10680,19458,4
25271,5092,1769,17208,39148,1
25272,32847,28921,24737,31104,4
25273,31034,10005,14759,33923,1
25274,38641,7054,4517,15598,2
25275,11546,7033,6561,10610,3
25276,29861,31038,18740,26588,0
25277,8397,5546,6763,1516,4
25278,29023,24437,17163,969,0
25279,39332,21770,39389,36610,4
25280,14691,28370,26269,17120,4
25281,26264,32266,22971,9123,1
25282,13558,27558,26728,9619,1
25283,2830,24854,23496,18920,1
25284,8533,13749,13504,5860,2
25285,694,18022,4885,14807,2
25286,27090,13760,39259,12165,0
25287,32769,6176,29245,7853,3
25288,22274,7771,32730,33071,2
25289,8675,1730,5021,27449,2
25290,26651,34522,28104,1904,4
25291,36741,4211,4194,25399,3
25292,20588,28042,20311,38638,1
25293,19460,8215,33898,23779,2
25294,3833,20327,25224,2588,3
25295,29246,31084,1704,34523,1
25296,33833,6398,24418,38748,1
25297,10799,4467,7161,27954,2
25298,28737,15419,31412,18780,2
25299,23100,21074,35884,27669,2
25300,7794,38898,16118,7206,4
25301,866,4109,16768,3511,3
25302,2648,36330,29668,26213,2
25303,9435,5262,31247,22443,1
25304,10202,29055,32065,2073,3
25305,27627,26033,880,20129,2
25306,25806,26298,29445,39316,0
25307,10011,29978,37811,13614,4
25308,32247,7652,6926,19355,4
25309,12226,27383,32388,22615,1
25310,21360,37747,34943,30763,3
25311,23303,33751,15851,34902,1
25312,30485,10740,253,16823,2
25313,5657,39373,11884,36243,4
25314,31169,24651,10520,13519,4
25315,3914,27674,10253,35424,3
25316,16181,13031,33330,32530,0
25317,17531,1944,18650,23189,3
25318,1278,32235,25470,5726,1
25319,15854,2965,19061,28412,1
25320,13783,23019,36242,21132,3
25321,17522,29785,29270,34906,4
25322,3195,37842,36508,8130,4
25323,37214,38713,32493,25014,3
25324,2610,28412,14159,30413,3
25325,20885,4046,4821,36031,4
25326,21545,34139,13293,1645,3
25327,17863,30286,4106,25923,3
25328,37958,1682,35217,8050,0
25329,19356,35794,31863,8565,0
25330,14013,4860,9376,11067,1
25331,38858,14738,26321,8303,4
25332,6443,32425,29187,34382,1
25333,7127,22069,31062,15561,2
25334,246,7523,17681,197,4
25335,24998,5280,26703,10855,2
25336,32090,7214,25888,32000,2
25337,3020,29530,37948,32488,2
25338,10021,2294,29235,19446,1
25339,355,7124,11719,11131,3
25340,6162,27566,11015,10683,3
25341,22839,8222,22714,22901,2
25342,8505,26327,17849,25174,1
25343,19724,34372,25679,20651,4
25344,28882,3920,39406,24234,3
25345,17083,34710,6687,13494,4
25346,25065,8914,24437,14647,3
25347,18563,2547,15403,28545,1
25348,36685,32396,680,33004,1
25349,38544,29133,37725,22143,1
25350,38953,7444,19993,5324,2
25351,2869,32131,35261,31999,2
25352,36347,27883,23805,14577,2
25353,17057,8485,38432,38665,2
25354,2682,10241,39220,33340,1
25355,21098,25086,11406,2015,3
25356,21555,38431,12026,7289,0
25357,17251,11165,32160,3809,4
25358,4817,30390,15934,20822,1
25359,37972,13984,6785,13946,1
25360,5663,12115,19486,23337,0
25361,5212,28189,9725,26337,0
25362,15795,15871,8467,31323,1
25363,38448,19002,7781,21604,2
25364,32907,30531,37674,14979,4
25365,4639,24608,11636,21144,0
25366,28084,36281,34876,32471,4
25367,36285,10604,21487,7906,1
25368,21842,9314,8338,14036,0
25369,27953,2047,35981,19023,3
25370,6282,12836,34688,7404,2
25371,31775,4015,34169,16247,3
25372,12052,35380,33660,7968,3
25373,15293,27131,18057,25440,1
25374,6112,6333,6295,23737,3
25375,703,9750,26938,12847,2
25376,24078,11998,2066,17080,4
25377,9482,29176,18252,15006,4
25378,10779,32550,1371,9050,2
25379,1526,28990,13352,9915,0
25380,19269,34576,29651,13712,0
25381,27543,10792,20542,16353,3
25382,26139,14692,7977,11206,4
25383,6668,35891,39115,35015,4
25384,4562,30746,24515,33915,2
25385,16777,31756,21304,36742,0
25386,4502,25796,2703,1782,2
25387,32399,12850,32019,13217,1
25388,35576,10532,27730,19852,0
25389,25231,27452,13851,4879,1
25390,26815,21095,34356,12137,0
25391,32642,21200,3808,1708,0
25392,21283,5599,39932,39155,3
25393,24683,2831,19749,1130,0
25394,1311,30110,25624,39494,0
25395,21664,22855,35755,9553,4
25396,2155,2777,7981,18246,2
25397,12263,16431,18554,6433,3
25398,23492,283,25102,273,3
25399,18455,3793,8828,31488,3
25400,15825,23293,25816,5650,3
25401,26974,22815,11109,6821,0
25402,12993,18293,11224,27886,0
25403,32881,14273,30207,33283,4
25404,2953,18794,25910,869,3
25405,23068,26466,13963,7737,1
25406,6179,11127,28062,3583,1
25407,5910,2024,10189,20905,0
25408,24337,11919,18513,3618,2
25409,4261,19485,31199,34438,1
25410,18415,28142,12977,13647,3
25411,27752,25110,39996,29747,4
25412,37047,2546,11326,789,1
25413,29730,35212,26925,39848,0
25414,30211,22438,36286,16170,4
25415,6955,2236,252,18343,1
25416,12153,26130,20334,15316,0
25417,2866,9685,9858,10782,1
25418,6506,23765,14070,2229,4
25419,29285,4640,10360,26530,1
25420,21793,3950,7589,37943,1
25421,7014,37006,17126,2742,4
25422,5553,28305,31388,24712,2
25423,17520,22630,26420,14905,0
25424,34717,26465,23828,39879,0
25425,24544,4240,4165,34689,4
25426,16037,2349,11127,4288,3
25427,17512,1090,7164,33559,1
25428,3419,3082,4184,25999,1
25429,36640,36798,3520,987,0
25430,1771,34636,17722,15190,2
25431,26460,30624,25709,39833,1
25432,8363,23321,30533,32803,2
25433,24799,21728,25329,13837,4
25434,19572,22467,13425,14666,4
25435,34430,12273,3111,2059,0
25436,38940,12694,2572,38842,3
25437,16881,12121,27415,31134,0
25438,39482,8235,34838,8629,3
25439,11328,29467,33232,4615,2
25440,10852,25062,21508,36583,3
25441,37839,27272,656,37545,4
25442,17794,38284,12378,8173,3
25443,23518,20052,28509,8368,1
25444,35318,23443,3791,829,4
25445,2949,37440,24181,15689,0
25446,27522,2562,9799,3317,4
25447,29947,6456,13564,9028,2
25448,37869,16424,13098,25103,4
25449,33246,19541,25942,7406,4
25450,10621,13260,23863,37345,0
25451,34789,18888,23091,31768,4
25452,17515,5808,37309,3321,1
25453,12210,19986,32502,26114,4
25454,7537,28611,18524,37245,0
25455,12359,26356,4380,9312,2
25456,13309,21712,32576,15578,0
25457,37831,33048,16171,15211,4
25458,21372,26063,16024,32521,2
25459,14747,14121,7721,34189,3
25460,19114,39323,30630,23973,1
25461,14168,22484,28308,12835,3
25462,2240,8136,20376,28235,4
25463,27595,26663,23185,5401,0
25464,31152,20621,19735,13990,2
25465,20871,6770,1346,2631,3
25466,23048,15887,8915,27137,2
25467,32,758,21599,17907,4
25468,3526,20943,28866,14878,0
25469,32683,35851,11430,28023,2
25470,695,4667,32588,20833,3
25471,16033,5284,34545,11774,1
25472,11672,21576,4096,7851,0
25473,7310,18162,32814,8613,1
25474,25322,15180,2439,29627,4
25475,8522,29567,20089,30568,0
25476,25610,811,34940,29497,4
25477,19714,12963,37157,3628,3
25478,35952,20513,27045,36649,3
25479,19448,33574,39497,27292,1
25480,18622,695,37204,427,1
25481,10920,29107,17787,16885,0
25482,21343,5143,11458,33164,0
25483,9828,8207,29435,12557,3
25484,31651,26410,30616,19586,3
25485,36984,31184,29148,32125,3
25486,20628,6887,8224,2370,1
25487,24346,26717,32391,38902,4
25488,38484,35494,17905,26769,2
25489,3642,23633,28644,18709,2
25490,36282,25353,1722,19541,1
25491,30695,13452,35574,18426,3
25492,9305,20438,13015,34421,4
25493,12740,39540,25296,12932,0
25494,14425,27807,10374,28232,1
25495,16235,3530,38946,35357,0
25496,19124,35074,30543,23067,2
25497,19295,37442,31618,26850,1
25498,39040,20127,9998,190,4
25499,3502,29542,20316,23886,4
25500,6293,30708,11693,14308,3
25501,2505,4502,27826,6631,2
25502,5231,24660,34396,38794,2
25503,37297,20047,17005,33183,0
25504,4435,6589,18583,34827,0
25505,29996,29147,18858,25572,1
25506,6053,35404,16579,34656,4
25507,15279,36645,12203,18755,0
25508,10307,7937,12890,9413,4
25509,38098,17432,37307,2587,3
25510,11619,36924,3742,28353,1
25511,24879,19177,39089,12521,0
25512,4774,28330,29422,16234,2
25513,28950,2506,35971,2903,4
25514,15620,21772,38673,36148,0
25515,3967,29112,14242,1637,1
25516,36699,14144,21967,5702,3
25517,6428,15783,21670,7215,4
25518,6670,36624,16298,10919,2
25519,19007,5189,7696,11069,1
25520,129,2000,6234,2124,1
25521,37931,19329,31627,2046,4
25522,29348,15194,28902,2629,4
25523,27417,35181,27704,37264,4
25524,7533,24331,37107,7379,2
25525,471,32871,36891,21019,3
25526,8046,2978,2128,2469,0
25527,10099,6352,25195,29188,3
25528,31670,28534,27921,39872,2
25529,1365,14754,36666,39408,4
25530,18950,5810,8249,15200,4
25531,38421,3243,21249,31886,0
25532,19440,2118,1727,10345,1
25533,30804,6339,35408,25395,2
25534,28163,39821,29098,2173,3
25535,21201,32305,29319,8014,1
25536,37950,23279,38670,37193,1
25537,22340,12561,37203,8223,4
25538,3488,33380,21424,25316,3
25539,19051,37336,37867,33377,3
25540,39829,12295,7016,26119,4
25541,32603,15339,26021,18885,4
25542,32711,34106,27052,4690,3
25543,19454,29987,29520,227,3
25544,37784,38347,37144,5670,3
25545,5897,14013,28763,15625,1
25546,15918,15661,38602,2929,3
25547,2620,25683,34527,36236,2
25548,39919,5799,4489,13803,1
25549,5050,18150,12102,1156,2
25550,18345,27764,37271,18576,1
25551,24549,28434,20592,27236,1
25552,23451,397,22539,35022,2
25553,10135,9037,18951,13320,1
25554,34056,8715,28060,13921,2
25555,12948,1437,7209,18863,2
25556,3071,629,36688,28228,1
25557,9178,24467,8134,27273,2
25558,8282,33842,3469,4487,2
25559,7823,33711,9079,10486,3
25560,35823,24920,23880,20169,4
25561,7022,12341,26470,37725,4
25562,17423,30632,18245,6860,0
25563,25676,24998,35933,33594,3
25564,38703,30399,39124,7070,4
25565,32466,31734,6093,22872,1
25566,34988,19375,14517,37315,4
25567,21353,16994,11806,35309,4
25568,26269,15975,31035,15362,4
25569,12774,8887,15582,31098,3
25570,7749,37810,19449,8899,1
25571,21210,21550,12153,716,1
25572,9134,27407,9912,16213,0
25573,5683,18872,15358,27543,3
25574,16021,28492,36839,39133,0
25575,34794,4570,1501,33533,3
25576,30652,24415,2059,10177,2
25577,18100,7734,32006,39617,1
25578,19417,22602,6163,21665,0
25579,4346,11080,21395,5900,1
25580,12432,31797,22684,20339,3
25581,33061,27279,14265,39270,3
25582,27943,2790,11182,2304,4
25583,938,20444,28470,28035,2
25584,10739,24847,18168,11865,1
25585,16140,6263,32396,16190,1
25586,27356,7023,18212,16375,4
25587,28828,8165,4928,22813,3
25588,38106,30030,22682,26040,1
25589,29449,20493,6709,20786,2
25590,23674,30437,13091,11071,3
25591,14159,10193,9089,34817,1
25592,28965,487,38003,28750,1
25593,7511,30135,37885,10549,2
25594,36346,10370,24032,38622,0
25595,37074,24399,15135,20801,4
25596,31124,35316,35538,3644,2
25597,6878,2938,17740,34041,4
25598,38947,24846,14458,7634,0
25599,15531,3829,21945,39383,3
25600,51,31649,27060,22513,1
25601,33328,36827,22668,13945,1
25602,13301,28268,35372,5833,1
25603,17389,39936,20050,19130,2
25604,20071,30128,38210,8249,1
25605,8984,33452,37771,19872,4
25606,20409,33714,19540,960,1
25607,37388,34343,12978,29461,2
25608,25966,15926,14670,25307,2
25609,21742,20175,15448,9618,3
25610,37805,17837,13649,2990,2
25611,7946,6703,12411,25161,2
25612,30461,6415,33329,13987,4
25613,25343,19293,20372,15261,4
25614,216,29507,26455,26202,3
25615,30661,6265,38239,20896,4
25616,30553,28141,17476,4680,1
25617,36626,16391,7764,4073,2
25618,33163,6062,30473,28980,3
25619,14851,15508,23412,26926,1
25620,39156,24306,33941,32909,4
25621,34297,13916,23902,23528,3
25622,15276,5184,30659,36871,3
25623,13772,21331,20954,39454,3
25624,19340,2102,34149,16604,4
25625,38724,16633,34660,17445,4
25626,33558,22970,29333,24896,4
25627,22858,37712,15833,23753,2
25628,28531,36474,9458,3590,4
25629,14650,26599,28905,39326,2
25630,39746,25998,19378,19271,1
25631,25752,16038,14479,30274,3
25632,17357,17579,32904,30426,1
25633,23783,35784,25889,22617,4
25634,33934,34191,38629,33888,2
25635,18305,9734,37629,22508,4
25636,20696,10723,3993,32196,3
25637,225,16918,12884,14680,2
25638,38854,8155,34712,36154,0
25639,4911,12114,36763,14017,0
25640,27272,7395,2160,7460,3
25641,25250,31366,9774,20013,1
25642,2133,2444,15698,1158,2
25643,415,25618,23479,22651,0
25644,34017,1972,1804,30583,4
25645,17262,35539,34370,35600,4
25646,34516,11555,9329,36363,3
25647,6992,10094,9817,15321,1
25648,7303,23299,7193,34740,1
25649,32195,32668,12223,23408,0
25650,15102,24290,17508,3562,3
25651,38717,25400,24076,22957,2
25652,33092,14,18555,9805,0
25653,18931,8855,14701,33598,2
25654,24231,24241,17250,32355,2
25655,32367,30859,2148,21978,0
25656,2843,9411,3266,34976,2
25657,1905,3514,4935,5003,1
25658,11864,36850,34100,27689,3
25659,29910,27726,39374,13562,1
25660,23941,16899,10995,10272,2
25661,20159,35880,6713,36370,2
25662,9874,14413,39947,26222,2
25663,13710,15558,12287,2551,4
25664,36437,17534,2477,4962,0
25665,22807,29755,16767,34016,1
25666,38988,20031,23585,12176,0
25667,23939,112,33780,31412,4
25668,11074,25071,7487,34256,3
25669,34664,24187,26541,28288,4
25670,16776,3474,11005,18651,3
25671,10595,9757,27401,14317,1
25672,30137,11388,9590,29168,2
25673,10998,14795,36715,27023,4
25674,11898,34029,13441,11697,4
25675,36847,6598,27864,4934,4
25676,10314,61,11708,14910,4
25677,29026,35428,22106,3652,4
25678,25618,26556,17183,13922,3
25679,33521,18924,29070,12205,1
25680,20173,6119,10670,642,2
25681,33492,29752,22654,12781,2
25682,11868,23232,5733,11714,4
25683,7417,37996,146,8294,0
25684,30931,10387,22808,29619,3
25685,8142,17521,21676,3682,4
25686,18021,37155,8264,11006,3
25687,483,24258,2210,20802,1
25688,21035,24857,30029,11022,4
25689,34156,15098,31367,4420,4
25690,7274,46,39651,33011,2
25691,882,30089,37839,33906,0
25692,27050,22287,5087,7754,2
25693,26603,17827,25936,20366,3
25694,24358,5385,17414,35521,1
25695,17821,8474,27132,19686,3
25696,15034,5859,950,6836,4
25697,25854,14422,3909,29303,1
25698,36075,15051,20916,13991,0
25699,1733,22682,1731,27732,2
25700,36301,22601,12647,3439,3
25701,6518,23821,3620,35854,4
25702,18969,11401,22903,33910,3
25703,5744,34080,1509,7441,1
25704,25453,27837,31694,36065,1
25705,33715,33977,31254,25340,0
25706,16258,31142,3925,17528,2
25707,13842,34726,446,20225,2
25708,3146,33235,30125,25895,4
25709,30402,346,10951,23508,0
25710,9190,28767,1577,2442,0
25711,19358,23985,25187,32047,3
25712,19510,4177,971,29585,0
25713,39715,34040,1842,32709,1
25714,36432,23638,4011,17200,3
25715,1577,548,26324,30470,1
25716,21273,12625,8968,34412,1
25717,38046,39962,35762,22945,1
25718,6495,38484,33733,18325,1
25719,37108,18436,16707,14175,2
25720,24698,34178,25348,32192,2
25721,35690,12662,31191,35384,1
25722,35931,857,22390,38797,1
25723,4804,39347,18862,16272,4
25724,7923,28764,34823,30052,0
25725,17298,17262,323,29763,1
25726,10653,12979,10450,29380,1
25727,6666,6288,25851,34039,4
25728,9519,24247,21288,24046,2
25729,32530,3613,12475,7652,4
25730,29372,19621,30082,10215,2
25731,17132,9397,36473,10290,1
25732,27334,31978,23432,26995,1
25733,4198,779,35140,37789,2
25734,16229,9993,10234,26567,4
25735,21805,15960,12076,16997,1
25736,20520,4639,13952,15247,4
25737,12524,16330,37626,4120,3
25738,16471,28553,30554,30444,0
25739,20146,4251,4490,19242,4
25740,15561,29878,32852,32366,2
25741,39194,24698,22906,17791,4
25742,16823,31044,39485,39941,0
25743,24522,15153,33185,26300,2
25744,7071,4159,18091,2203,4
25745,32236,19310,10068,8413,2
25746,8523,10444,33502,3877,2
25747,8869,2512,37652,29184,3
25748,3069,13699,5478,18462,1
25749,31292,12551,5664,10451,3
25750,7081,21202,36528,23319,1
25751,23558,36156,4123,14805,4
25752,18605,8084,9372,13589,2
25753,24701,15775,2951,20932,4
25754,27671,33989,25495,30233,3
25755,11691,7796,24197,16958,4
25756,28161,28348,27913,25273,0
25757,5374,10154,23174,21103,1
25758,31436,27092,17459,22741,2
25759,35746,30993,20216,7545,4
25760,1892,18947,19285,23116,1
25761,16208,19517,39375,31121,1
25762,5151,8519,39212,29696,4
25763,15007,8836,30619,12786,0
25764,30655,34512,31616,22398,4
25765,7887,3070,2587,11860,0
25766,1046,18461,11344,31883,2
25767,12385,38698,22288,37087,0
25768,10146,22744,25389,38556,3
25769,17874,3708,6761,27972,0
25770,14573,31525,6635,16753,0
25771,28571,20688,24057,29710,0
25772,18787,16134,13796,30490,3
25773,15262,20700,285,30218,1
25774,715,4265,18021,25721,4
25775,37468,28233,33893,25231,0
25776,20860,11615,20771,22153,4
25777,25217,718,15345,27762,4
25778,17043,13135,38148,19401,3
25779,19621,27806,27663,21119,0
25780,24155,36750,31644,22889,1
25781,10405,3972,34655,35342,4
25782,3499,36202,15156,37370,1
25783,24803,31376,19227,24757,3
25784,17727,21434,21384,12141,2
25785,13594,23705,14550,31860,1
25786,22288,19040,23181,9173,0
25787,11535,6302,1303,6438,4
25788,30760,31321,27847,6808,2
25789,25516,22875,35952,14841,1
25790,4892,19650,15185,39112,2
25791,34118,19399,8541,18907,3
25792,8371,1103,20294,21616,4
25793,22850,32114,1392,10996,0
25794,26677,35613,37397,16922,1
25795,28718,29999,2496,9661,3
25796,23932,9258,9732,25360,3
25797,18694,31002,38417,36916,3
25798,11177,7493,28222,11285,0
25799,32278,2863,25440,6496,3
25800,4083,3264,28493,28483,0
25801,22498,10234,4105,13890,1
25802,6426,6942,15052,39449,2
25803,18904,35260,10179,38167,4
25804,37425,613,29425,17966,4
25805,21947,8981,6255,20931,2
25806,26378,3716,32013,36857,4
25807,35705,2256,31730,33525,3
25808,3090,2707,25828,7139,1
25809,7335,38241,28084,5247,3
25810,39586,27804,36927,22750,2
25811,26541,24099,8261,18830,1
25812,23603,4257,7331,24090,3
25813,30451,38390,8594,30540,3
25814,17386,13009,33597,26938,4
25815,26006,1146,14911,23357,3
25816,37059,1514,19086,35157,1
25817,9867,10463,14090,35908,4
25818,7460,6137,5084,25926,2
25819,750,7376,23777,19219,0
25820,11926,1896,7624,9796,0
25821,12758,33923,35624,21463,3
25822,29471,11643,13780,3533,1
25823,23319,21752,4308,20966,4
25824,27546,34738,23847,27221,2
25825,8440,17792,19777,19594,0
25826,9054,23022,7579,28617,0
25827,25606,4990,25534,30669,3
25828,22043,23166,10712,36772,3
25829,12389,19718,8366,2675,2
25830,15090,5769,19979,6057,1
25831,11141,34869,18342,20805,4
25832,22700,27143,646,32045,2
25833,15749,14557,28072,529,2
25834,30529,8073,9763,38045,0
25835,20118,39889,4387,6451,4
25836,18518,19082,15461,11653,3
25837,37121,9340,27845,7399,4
25838,33491,30398,15671,30423,4
25839,11869,34325,3804,33601,2
25840,18307,8737,10074,5617,3
25841,17833,32145,5754,20007,1
25842,30255,4478,35432,13458,2
25843,14380,36627,23860,35520,3
25844,27589,6886,18422,12941,4
25845,2597,21342,19310,11345,4
25846,33310,36116,9208,7377,0
25847,17428,25917,22160,30463,2
25848,31590,33894,10428,14285,1
25849,5790,5291,31556,11196,2
25850,15323,28432,24429,34572,1
25851,3872,27458,14233,26171,0
25852,22905,9968,39110,26167,3
25853,17970,12795,19415,9112,1
